Survey_ID,Response_ID,Response_Year,Response_Month,Class
500673,400673,2018,6,Obesity / Weight Status
500674,400674,2018,9,Obesity / Weight Status
500675,400675,2018,3,Obesity / Weight Status
500676,400676,2018,8,Physical Activity
500677,400677,2018,8,Obesity / Weight Status
500678,400678,2018,4,Physical Activity
500679,400679,2012,8,Physical Activity
500680,400680,2018,2,Obesity / Weight Status
500681,400681,2018,2,Obesity / Weight Status
500682,400682,2018,2,Physical Activity
500683,400683,2018,1,Obesity / Weight Status
500684,400684,2018,3,Obesity / Weight Status
500685,400685,2018,6,Obesity / Weight Status
500686,400686,2018,1,Obesity / Weight Status
500687,400687,2018,4,Physical Activity
500688,400688,2018,12,Physical Activity
500689,400689,2018,10,Obesity / Weight Status
500690,400690,2018,12,Physical Activity
500691,400691,2018,1,Obesity / Weight Status
500692,400692,2018,11,Obesity / Weight Status
500693,400693,2018,12,Physical Activity
500694,400694,2018,3,Physical Activity
500695,400695,2018,3,Obesity / Weight Status
500696,400696,2018,9,Obesity / Weight Status
500697,400697,2018,3,Physical Activity
500698,400698,2018,3,Obesity / Weight Status
500699,400699,2018,2,Obesity / Weight Status
500700,400700,2018,10,Physical Activity
500701,400701,2018,10,Physical Activity
500702,400702,2018,6,Obesity / Weight Status
500703,400703,2018,9,Obesity / Weight Status
500704,400704,2018,2,Obesity / Weight Status
500705,400705,2018,8,Obesity / Weight Status
500706,400706,2018,4,Physical Activity
500707,400707,2018,10,Obesity / Weight Status
500708,400708,2018,10,Physical Activity
500709,400709,2018,7,Obesity / Weight Status
500710,400710,2018,6,Obesity / Weight Status
500711,400711,2018,2,Obesity / Weight Status
500712,400712,2018,3,Physical Activity
500713,400713,2018,7,Obesity / Weight Status
500714,400714,2018,7,Obesity / Weight Status
500715,400715,2018,2,Obesity / Weight Status
500716,400716,2018,10,Physical Activity
500717,400717,2018,7,Obesity / Weight Status
500718,400718,2018,6,Obesity / Weight Status
500719,400719,2018,3,Obesity / Weight Status
500720,400720,2018,7,Obesity / Weight Status
500721,400721,2018,3,Physical Activity
500722,400722,2018,8,Physical Activity
500723,400723,2018,5,Physical Activity
500724,400724,2018,2,Obesity / Weight Status
500725,400725,2018,10,Physical Activity
500726,400726,2018,10,Obesity / Weight Status
500727,400727,2018,5,Obesity / Weight Status
500728,400728,2018,5,Obesity / Weight Status
500729,400729,2018,2,Physical Activity
500730,400730,2018,9,Physical Activity
500731,400731,2018,12,Physical Activity
500732,400732,2018,3,Physical Activity
500733,400733,2018,4,Obesity / Weight Status
500734,400734,2018,10,Obesity / Weight Status
500735,400735,2018,7,Obesity / Weight Status
500736,400736,2018,12,Physical Activity
500737,400737,2018,11,Obesity / Weight Status
500738,400738,2018,2,Physical Activity
500739,400739,2018,8,Physical Activity
500740,400740,2018,12,Physical Activity
500741,400741,2018,7,Obesity / Weight Status
500742,400742,2018,11,Physical Activity
500743,400743,2018,7,Obesity / Weight Status
500744,400744,2018,7,Physical Activity
500745,400745,2018,2,Physical Activity
500746,400746,2018,4,Obesity / Weight Status
500747,400747,2018,5,Obesity / Weight Status
500748,400748,2018,5,Obesity / Weight Status
500749,400749,2015,11,Physical Activity
500750,400750,2018,9,Physical Activity
500751,400751,2018,12,Obesity / Weight Status
500752,400752,2018,9,Obesity / Weight Status
500753,400753,2018,9,Obesity / Weight Status
500754,400754,2018,3,Obesity / Weight Status
500755,400755,2018,11,Physical Activity
500756,400756,2018,1,Obesity / Weight Status
500757,400757,2015,7,Physical Activity
500758,400758,2018,10,Obesity / Weight Status
500759,400759,2018,9,Physical Activity
500760,400760,2018,12,Obesity / Weight Status
500761,400761,2018,9,Obesity / Weight Status
500762,400762,2018,3,Obesity / Weight Status
500763,400763,2018,6,Obesity / Weight Status
500764,400764,2018,12,Obesity / Weight Status
500765,400765,2018,6,Obesity / Weight Status
500766,400766,2018,6,Obesity / Weight Status
500767,400767,2018,10,Obesity / Weight Status
500768,400768,2018,12,Obesity / Weight Status
500769,400769,2018,11,Obesity / Weight Status
500770,400770,2018,8,Obesity / Weight Status
500771,400771,2018,3,Physical Activity
500772,400772,2018,1,Obesity / Weight Status
500773,400773,2018,10,Obesity / Weight Status
500774,400774,2018,11,Obesity / Weight Status
500775,400775,2018,9,Obesity / Weight Status
500776,400776,2018,1,Obesity / Weight Status
500777,400777,2018,12,Obesity / Weight Status
500778,400778,2018,11,Obesity / Weight Status
500779,400779,2018,10,Physical Activity
500780,400780,2018,1,Physical Activity
500781,400781,2018,12,Obesity / Weight Status
500782,400782,2018,1,Obesity / Weight Status
500783,400783,2018,3,Obesity / Weight Status
500784,400784,2018,2,Obesity / Weight Status
500785,400785,2018,4,Obesity / Weight Status
500786,400786,2018,9,Physical Activity
500787,400787,2018,12,Obesity / Weight Status
500788,400788,2018,2,Obesity / Weight Status
500789,400789,2018,8,Obesity / Weight Status
500790,400790,2018,11,Physical Activity
500791,400791,2018,2,Obesity / Weight Status
500792,400792,2018,5,Obesity / Weight Status
500793,400793,2018,5,Physical Activity
500794,400794,2018,8,Physical Activity
500795,400795,2018,1,Obesity / Weight Status
500796,400796,2018,6,Obesity / Weight Status
500797,400797,2018,8,Physical Activity
500798,400798,2018,7,Physical Activity
500799,400799,2018,8,Obesity / Weight Status
500800,400800,2018,12,Obesity / Weight Status
500801,400801,2018,1,Obesity / Weight Status
500802,400802,2018,8,Physical Activity
500803,400803,2014,12,Obesity / Weight Status
500804,400804,2018,8,Physical Activity
500805,400805,2018,1,Obesity / Weight Status
500806,400806,2018,7,Obesity / Weight Status
500807,400807,2018,4,Obesity / Weight Status
500808,400808,2018,12,Physical Activity
500809,400809,2018,9,Obesity / Weight Status
500810,400810,2018,9,Obesity / Weight Status
500811,400811,2018,2,Physical Activity
500812,400812,2018,8,Obesity / Weight Status
500813,400813,2018,6,Obesity / Weight Status
500814,400814,2018,9,Obesity / Weight Status
500815,400815,2018,11,Physical Activity
500816,400816,2018,9,Obesity / Weight Status
500817,400817,2018,4,Physical Activity
500818,400818,2011,3,Physical Activity
500819,400819,2014,2,Obesity / Weight Status
500820,400820,2014,3,Obesity / Weight Status
500821,400821,2015,2,Physical Activity
500822,400822,2014,2,Obesity / Weight Status
500823,400823,2018,9,Physical Activity
500824,400824,2015,1,Physical Activity
500825,400825,2015,5,Physical Activity
500826,400826,2015,1,Physical Activity
500827,400827,2015,6,Obesity / Weight Status
500828,400828,2018,12,Obesity / Weight Status
500829,400829,2015,8,Physical Activity
500830,400830,2015,4,Physical Activity
500831,400831,2013,2,Physical Activity
500832,400832,2014,12,Physical Activity
500833,400833,2014,3,Physical Activity
500834,400834,2014,8,Physical Activity
500835,400835,2014,6,Physical Activity
500836,400836,2014,11,Physical Activity
500837,400837,2014,2,Physical Activity
500838,400838,2014,4,Physical Activity
500839,400839,2018,2,Obesity / Weight Status
500840,400840,2018,11,Physical Activity
500841,400841,2018,2,Obesity / Weight Status
500842,400842,2018,4,Obesity / Weight Status
500843,400843,2018,2,Obesity / Weight Status
500844,400844,2018,3,Physical Activity
500845,400845,2018,4,Obesity / Weight Status
500846,400846,2018,8,Physical Activity
500847,400847,2018,6,Obesity / Weight Status
500848,400848,2017,1,Obesity / Weight Status
500849,400849,2018,7,Obesity / Weight Status
500850,400850,2018,4,Obesity / Weight Status
500851,400851,2018,11,Physical Activity
500852,400852,2018,7,Obesity / Weight Status
500853,400853,2018,3,Physical Activity
500854,400854,2018,4,Obesity / Weight Status
500855,400855,2018,10,Obesity / Weight Status
500856,400856,2018,11,Obesity / Weight Status
500857,400857,2018,12,Obesity / Weight Status
500858,400858,2013,10,Obesity / Weight Status
500859,400859,2018,4,Obesity / Weight Status
500860,400860,2018,1,Physical Activity
500861,400861,2018,1,Physical Activity
500862,400862,2018,4,Physical Activity
500863,400863,2018,6,Physical Activity
500864,400864,2018,5,Physical Activity
500865,400865,2018,10,Physical Activity
500866,400866,2018,5,Obesity / Weight Status
500867,400867,2018,3,Physical Activity
500868,400868,2018,8,Physical Activity
500869,400869,2018,3,Obesity / Weight Status
500870,400870,2018,5,Obesity / Weight Status
500871,400871,2018,8,Obesity / Weight Status
500872,400872,2018,12,Physical Activity
500873,400873,2018,3,Physical Activity
500874,400874,2018,2,Physical Activity
500875,400875,2018,9,Obesity / Weight Status
500876,400876,2018,3,Physical Activity
500877,400877,2018,2,Physical Activity
500878,400878,2018,5,Obesity / Weight Status
500879,400879,2018,12,Obesity / Weight Status
500880,400880,2018,7,Obesity / Weight Status
500881,400881,2018,2,Obesity / Weight Status
500882,400882,2018,8,Physical Activity
500883,400883,2018,9,Obesity / Weight Status
500884,400884,2018,1,Physical Activity
500885,400885,2018,7,Obesity / Weight Status
500886,400886,2018,6,Obesity / Weight Status
500887,400887,2018,11,Obesity / Weight Status
500888,400888,2018,3,Obesity / Weight Status
500889,400889,2018,8,Obesity / Weight Status
500890,400890,2018,7,Obesity / Weight Status
500891,400891,2018,5,Obesity / Weight Status
500892,400892,2018,8,Physical Activity
500893,400893,2018,7,Obesity / Weight Status
500894,400894,2018,5,Obesity / Weight Status
500895,400895,2018,7,Obesity / Weight Status
500896,400896,2018,8,Obesity / Weight Status
500897,400897,2018,2,Obesity / Weight Status
500898,400898,2018,10,Obesity / Weight Status
500899,400899,2018,1,Obesity / Weight Status
500900,400900,2018,5,Physical Activity
500901,400901,2018,4,Obesity / Weight Status
500902,400902,2018,3,Physical Activity
500903,400903,2018,7,Physical Activity
500904,400904,2018,12,Physical Activity
500905,400905,2018,11,Obesity / Weight Status
500906,400906,2018,7,Obesity / Weight Status
500907,400907,2018,11,Physical Activity
500908,400908,2018,8,Obesity / Weight Status
500909,400909,2018,12,Obesity / Weight Status
500910,400910,2018,5,Physical Activity
500911,400911,2018,11,Obesity / Weight Status
500912,400912,2018,9,Obesity / Weight Status
500913,400913,2018,3,Obesity / Weight Status
500914,400914,2018,11,Obesity / Weight Status
500915,400915,2018,2,Physical Activity
500916,400916,2018,9,Physical Activity
500917,400917,2018,4,Physical Activity
500918,400918,2018,6,Physical Activity
500919,400919,2018,6,Obesity / Weight Status
500920,400920,2018,10,Obesity / Weight Status
500921,400921,2018,1,Physical Activity
500922,400922,2018,10,Physical Activity
500923,400923,2018,1,Obesity / Weight Status
500924,400924,2018,2,Obesity / Weight Status
500925,400925,2015,5,Physical Activity
500926,400926,2018,12,Obesity / Weight Status
500927,400927,2018,6,Obesity / Weight Status
500928,400928,2018,8,Obesity / Weight Status
500929,400929,2018,3,Physical Activity
500930,400930,2018,4,Obesity / Weight Status
500931,400931,2018,4,Physical Activity
500932,400932,2018,5,Obesity / Weight Status
500933,400933,2018,4,Physical Activity
500934,400934,2018,4,Physical Activity
500935,400935,2018,4,Obesity / Weight Status
500936,400936,2018,5,Physical Activity
500937,400937,2018,8,Obesity / Weight Status
500938,400938,2018,4,Obesity / Weight Status
500939,400939,2018,3,Obesity / Weight Status
500940,400940,2018,12,Physical Activity
500941,400941,2018,9,Obesity / Weight Status
500942,400942,2018,6,Physical Activity
500943,400943,2018,5,Obesity / Weight Status
500944,400944,2018,12,Physical Activity
500945,400945,2018,1,Obesity / Weight Status
500946,400946,2018,12,Physical Activity
500947,400947,2018,6,Obesity / Weight Status
500948,400948,2018,6,Obesity / Weight Status
500949,400949,2018,7,Obesity / Weight Status
500950,400950,2018,7,Obesity / Weight Status
500951,400951,2018,8,Obesity / Weight Status
500952,400952,2018,6,Physical Activity
500953,400953,2018,6,Obesity / Weight Status
500954,400954,2018,4,Obesity / Weight Status
500955,400955,2018,5,Obesity / Weight Status
500956,400956,2018,10,Obesity / Weight Status
500957,400957,2013,9,Physical Activity
500958,400958,2018,3,Obesity / Weight Status
500959,400959,2018,4,Physical Activity
500960,400960,2018,3,Obesity / Weight Status
500961,400961,2018,9,Physical Activity
500962,400962,2018,5,Physical Activity
500963,400963,2018,4,Obesity / Weight Status
500964,400964,2018,10,Physical Activity
500965,400965,2018,6,Obesity / Weight Status
500966,400966,2015,7,Physical Activity
500967,400967,2018,2,Obesity / Weight Status
500968,400968,2018,1,Obesity / Weight Status
500969,400969,2018,1,Obesity / Weight Status
500970,400970,2018,11,Obesity / Weight Status
500971,400971,2018,11,Obesity / Weight Status
500972,400972,2018,12,Obesity / Weight Status
500973,400973,2018,1,Obesity / Weight Status
500974,400974,2018,12,Physical Activity
500975,400975,2018,11,Physical Activity
500976,400976,2018,4,Physical Activity
500977,400977,2018,1,Obesity / Weight Status
500978,400978,2018,5,Physical Activity
500979,400979,2018,12,Obesity / Weight Status
500980,400980,2018,6,Physical Activity
500981,400981,2018,7,Obesity / Weight Status
500982,400982,2018,4,Obesity / Weight Status
500983,400983,2018,9,Obesity / Weight Status
500984,400984,2018,8,Physical Activity
500985,400985,2018,12,Obesity / Weight Status
500986,400986,2018,4,Obesity / Weight Status
500987,400987,2018,12,Obesity / Weight Status
500988,400988,2018,2,Obesity / Weight Status
500989,400989,2018,5,Physical Activity
500990,400990,2018,4,Physical Activity
500991,400991,2018,9,Obesity / Weight Status
500992,400992,2018,12,Obesity / Weight Status
500993,400993,2018,9,Physical Activity
500994,400994,2018,9,Obesity / Weight Status
500995,400995,2018,12,Obesity / Weight Status
500996,400996,2018,7,Physical Activity
500997,400997,2018,11,Physical Activity
500998,400998,2018,12,Obesity / Weight Status
500999,400999,2018,6,Physical Activity
501000,401000,2018,4,Obesity / Weight Status
501001,401001,2018,2,Physical Activity
501002,401002,2017,12,Obesity / Weight Status
501003,401003,2015,12,Physical Activity
501004,401004,2018,6,Obesity / Weight Status
501005,401005,2018,5,Obesity / Weight Status
501006,401006,2018,3,Obesity / Weight Status
501007,401007,2018,5,Obesity / Weight Status
501008,401008,2018,8,Obesity / Weight Status
501009,401009,2018,4,Physical Activity
501010,401010,2018,1,Physical Activity
501011,401011,2018,9,Obesity / Weight Status
501012,401012,2018,4,Obesity / Weight Status
501013,401013,2018,10,Obesity / Weight Status
501014,401014,2018,7,Obesity / Weight Status
501015,401015,2018,2,Obesity / Weight Status
501016,401016,2018,12,Physical Activity
501017,401017,2018,4,Physical Activity
