Survey_ID,Class,Question,D_Value,L_Confidence,H_Confidence,P_ID
500282,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.6,29.2,40.4,382
500283,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,39.8,37.5,42.2,383
500284,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.9,32.9,39,384
500285,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,35.5,30.8,40.5,385
500286,Physical Activity,Percent of adults who engage in no leisure-time physical activity,14.5,11.9,17.5,386
500287,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,29.1,20.1,40.1,387
500288,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.3,30.8,42.2,388
500289,Physical Activity,Percent of adults who engage in no leisure-time physical activity,27.2,23.3,31.4,389
500290,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.3,29.8,39.1,390
500291,Physical Activity,Percent of adults who engage in no leisure-time physical activity,47.9,42.7,53.2,391
500292,Physical Activity,Percent of adults who engage in no leisure-time physical activity,42.2,36.7,47.9,392
500293,Physical Activity,Percent of adults who engage in no leisure-time physical activity,24.7,19.9,30.3,393
500294,Physical Activity,Percent of adults who engage in no leisure-time physical activity,34,28.5,40.1,394
500295,Physical Activity,Percent of adults who engage in no leisure-time physical activity,28.4,23.4,34,395
500296,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.2,29.6,37,396
500297,Physical Activity,Percent of adults who engage in no leisure-time physical activity,10.7,8.9,12.9,397
500298,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.9,29.6,38.6,398
500299,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.8,28.7,39.3,399
500300,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.2,26.2,36.8,400
500301,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30,25.4,34.9,401
500302,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.9,28.4,42,402
500303,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.6,31.3,42.2,403
500304,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34,27.5,41.2,404
500305,Physical Activity,Percent of adults who engage in no leisure-time physical activity,10.4,8.6,12.6,405
500306,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.8,29,45.3,406
500307,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.3,31.4,41.5,407
500308,Physical Activity,Percent of adults who engage in no leisure-time physical activity,28.7,24.1,33.7,408
500309,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.5,30.2,37,409
500310,Physical Activity,Percent of adults who engage in no leisure-time physical activity,19.7,16.5,23.4,410
500311,Physical Activity,Percent of adults who engage in no leisure-time physical activity,27.5,23.3,32.1,411
500312,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.6,29.7,35.7,412
500313,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.7,27.5,36.3,413
500314,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,31.7,27.5,36.3,414
500315,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,39.2,36.9,41.5,415
500316,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,22.9,19.8,26.4,416
500317,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,23.3,17.6,30.2,417
500318,Physical Activity,Percent of adults who engage in no leisure-time physical activity,24.7,22,27.7,418
500319,Physical Activity,Percent of adults who engage in no leisure-time physical activity,14.8,12.2,17.8,419
500320,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,33.1,27.5,39.3,420
500321,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,34.4,28.2,41.3,421
500322,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,20.1,17.3,23.2,422
500323,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.4,30.8,38.2,423
500324,Physical Activity,Percent of adults who engage in no leisure-time physical activity,23.5,20.4,27,424
500325,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,38.1,34,42.3,425
500326,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.1,33.8,40.6,426
500327,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.5,26.9,34.4,427
500328,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.7,32.4,39.1,428
500329,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,37.3,32.7,42.2,429
500330,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.6,25.3,36.5,430
500331,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,36.9,32.1,42.1,431
500332,Physical Activity,Percent of adults who engage in no leisure-time physical activity,18.9,15.7,22.5,432
500333,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,25.1,31.4,433
500334,Physical Activity,Percent of adults who engage in no leisure-time physical activity,32.8,29,36.8,434
500335,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.3,21.3,41.1,435
500336,Physical Activity,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),22.6,15.8,31.2,436
500337,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,33.1,29.5,36.9,437
500338,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,31.5,26,37.4,438
500339,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.2,28.3,36.3,439
500340,Physical Activity,Percent of adults who engage in no leisure-time physical activity,28.6,23.4,34.5,440
500341,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.5,30.6,34.5,441
500342,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.3,25.8,30.9,442
500343,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.8,27.7,34.2,443
500344,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.4,29.4,35.6,444
500345,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.5,28.3,37,445
500346,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,40.7,37.5,44.1,446
500347,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.2,32.4,40.2,447
500348,Physical Activity,Percent of adults who engage in no leisure-time physical activity,28.9,22.1,36.9,448
500349,Physical Activity,Percent of adults who engage in no leisure-time physical activity,10.2,8.4,12.3,449
500350,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,29.4,25.7,33.3,450
500351,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.5,21.7,36.5,451
500352,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.5,31.2,40,452
500353,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,37.4,35,39.9,453
500354,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.1,27.1,33.2,454
500355,Physical Activity,Percent of adults who engage in no leisure-time physical activity,22.7,19.2,26.6,455
500356,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.3,28.3,36.6,456
500357,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,30.5,28.4,32.7,457
500358,Physical Activity,Percent of adults who engage in no leisure-time physical activity,41.9,31.6,53,458
500359,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.2,27.9,36.8,459
500360,Physical Activity,Percent of adults who engage in no leisure-time physical activity,33,26,40.8,460
500361,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,24.3,22.9,25.8,461
500362,Physical Activity,Percent of adults who engage in no leisure-time physical activity,42,37.4,46.7,462
500363,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38.4,32.5,44.8,463
500364,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,28.2,23.5,33.3,464
500365,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,32.6,29.9,35.4,465
500366,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30,25.5,34.9,466
500367,Physical Activity,Percent of adults who engage in no leisure-time physical activity,37.5,33.7,41.5,467
500368,Physical Activity,Percent of adults who engage in no leisure-time physical activity,37.2,31.6,43.2,468
500369,Physical Activity,Percent of adults who engage in no leisure-time physical activity,12.7,11.3,14.2,469
500370,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,40.1,36.5,43.8,470
500371,Physical Activity,Percent of adults who engage in no leisure-time physical activity,19.6,16.2,23.5,471
