D_ID,P_ID,Ethnicity,Income
150675,775,Hispanic,"$75,000 or greater"
150676,776,Hispanic,"$25,000 - $34,999"
150677,777,White,"$50,000 - $74,999"
150678,778,Asian,"$15,000 - $24,999"
150679,779,Other,"$50,000 - $74,999"
150680,780,Hispanic,"$75,000 or greater"
150681,781,Pacific Islander,"$50,000 - $74,999"
150682,782,Other,"$50,000 - $74,999"
150683,783,Other,"Less than $15,000"
150684,784,Asian,"$15,000 - $24,999"
150685,785,Black,"Less than $15,000"
150686,786,Other,"Less than $15,000"
150687,787,Asian,Unemployed
150688,788,Black,"$25,000 - $34,999"
150689,789,Other,"$25,000 - $34,999"
150690,790,Native American,"Less than $15,000"
150691,791,White,Unemployed
150692,792,White,"$15,000 - $24,999"
150693,793,Black,"$25,000 - $34,999"
150694,794,Asian,"$75,000 or greater"
150695,795,White,Unemployed
150696,796,Black,"$15,000 - $24,999"
150697,797,Asian,"$15,000 - $24,999"
150698,798,Native American,"Less than $15,000"
150699,799,White,"$35,000 - $49,999"
150700,800,Black,"$25,000 - $34,999"
150701,801,Other,Unemployed
150702,802,Asian,"$35,000 - $49,999"
150703,803,Native American,Unemployed
150704,804,White,"$75,000 or greater"
150705,805,Other,"Less than $15,000"
150706,806,Pacific Islander,"Less than $15,000"
150707,807,Asian,"$35,000 - $49,999"
150708,808,White,Unemployed
150709,809,Black,"$25,000 - $34,999"
150710,810,Black,Unemployed
150711,811,Other,"$25,000 - $34,999"
150712,812,White,"$50,000 - $74,999"
150713,813,Black,"$50,000 - $74,999"
150714,814,Other,"$50,000 - $74,999"
150715,815,Other,"$75,000 or greater"
150716,816,White,"$50,000 - $74,999"
150717,817,Black,"Less than $15,000"
150718,818,Asian,"$50,000 - $74,999"
150719,819,Native American,Unemployed
150720,820,Pacific Islander,Unemployed
150721,821,Hispanic,"$25,000 - $34,999"
150722,822,Black,"$50,000 - $74,999"
150723,823,Native American,"Less than $15,000"
150724,824,Pacific Islander,"Less than $15,000"
150725,825,Other,"$15,000 - $24,999"
150726,826,Black,"$15,000 - $24,999"
150727,827,Black,"$50,000 - $74,999"
150728,828,Pacific Islander,"$15,000 - $24,999"
150729,829,Black,"$75,000 or greater"
150730,830,Pacific Islander,"$35,000 - $49,999"
150731,831,Black,"$25,000 - $34,999"
150732,832,Pacific Islander,"$50,000 - $74,999"
150733,833,Other,"$50,000 - $74,999"
150734,834,Black,"Less than $15,000"
150735,835,Hispanic,"$75,000 or greater"
150736,836,Black,"$15,000 - $24,999"
150737,837,Black,"$50,000 - $74,999"
150738,838,Black,Unemployed
150739,839,Black,"$15,000 - $24,999"
150740,840,Pacific Islander,Unemployed
150741,841,Other,"$15,000 - $24,999"
150742,842,Asian,"$50,000 - $74,999"
150743,843,White,"$15,000 - $24,999"
150744,844,Asian,"$50,000 - $74,999"
150745,845,Asian,"$75,000 or greater"
150746,846,Hispanic,Unemployed
150747,847,Native American,"$15,000 - $24,999"
150748,848,Asian,Unemployed
150749,849,Hispanic,"$15,000 - $24,999"
150750,850,White,"Less than $15,000"
150751,851,Black,"$35,000 - $49,999"
150752,852,Asian,"Less than $15,000"
150753,853,Black,Unemployed
150754,854,Black,"Less than $15,000"
150755,855,Pacific Islander,"Less than $15,000"
150756,856,Asian,"$35,000 - $49,999"
150757,857,White,"$35,000 - $49,999"
150758,858,Asian,"$25,000 - $34,999"
150759,859,Hispanic,"$50,000 - $74,999"
150760,860,Hispanic,"$75,000 or greater"
150761,861,Asian,Unemployed
150762,862,Black,"$35,000 - $49,999"
150763,863,Hispanic,"Less than $15,000"
150764,864,Pacific Islander,"$50,000 - $74,999"
150765,865,Black,"$15,000 - $24,999"
150766,866,Native American,"$75,000 or greater"
150767,867,White,"$50,000 - $74,999"
150768,868,Native American,"$15,000 - $24,999"
150769,869,Native American,"$75,000 or greater"
150770,870,White,"$50,000 - $74,999"
150771,871,Pacific Islander,"$15,000 - $24,999"
150772,872,Pacific Islander,Unemployed
150773,873,Pacific Islander,"$35,000 - $49,999"
150774,874,Black,"Less than $15,000"
150775,875,Hispanic,"$75,000 or greater"
150776,876,Black,Unemployed
150777,877,Asian,"$25,000 - $34,999"
150778,878,Pacific Islander,"Less than $15,000"
150779,879,Native American,"Less than $15,000"
150780,880,Black,"$25,000 - $34,999"
150781,881,White,"$35,000 - $49,999"
150782,882,Pacific Islander,"$75,000 or greater"
150783,883,Native American,"$75,000 or greater"
150784,884,Asian,Unemployed
150785,885,Other,"$50,000 - $74,999"
150786,886,Pacific Islander,Unemployed
150787,887,Hispanic,"$50,000 - $74,999"
150788,888,Pacific Islander,"$50,000 - $74,999"
150789,889,Other,"Less than $15,000"
150790,890,White,"$25,000 - $34,999"
150791,891,Other,"Less than $15,000"
150792,892,Asian,"$50,000 - $74,999"
150793,893,Other,"$50,000 - $74,999"
150794,894,Other,"$75,000 or greater"
150795,895,Pacific Islander,Unemployed
150796,896,White,"$75,000 or greater"
150797,897,White,"$75,000 or greater"
150798,898,Native American,"$35,000 - $49,999"
150799,899,Native American,"$50,000 - $74,999"
150800,900,Other,"$15,000 - $24,999"
150801,901,Asian,"$25,000 - $34,999"
150802,902,Asian,"$25,000 - $34,999"
150803,903,Black,"$50,000 - $74,999"
150804,904,Black,Unemployed
150805,905,Black,"$50,000 - $74,999"
150806,906,Other,Unemployed
150807,907,Hispanic,"$25,000 - $34,999"
150808,908,White,"$15,000 - $24,999"
150809,909,Black,"$15,000 - $24,999"
150810,910,Native American,"$35,000 - $49,999"
150811,911,Native American,"$50,000 - $74,999"
150812,912,Black,"$75,000 or greater"
150813,913,Hispanic,"$15,000 - $24,999"
150814,914,Native American,Unemployed
150815,915,Native American,"$50,000 - $74,999"
150816,916,Asian,"$15,000 - $24,999"
150817,917,Pacific Islander,"Less than $15,000"
150818,918,Hispanic,"Less than $15,000"
150819,919,Black,"$25,000 - $34,999"
150820,920,Other,"$75,000 or greater"
150821,921,Other,"$35,000 - $49,999"
150822,922,Other,"$35,000 - $49,999"
150823,923,White,"$35,000 - $49,999"
150824,924,Asian,"$75,000 or greater"
150825,925,Black,"$15,000 - $24,999"
150826,926,White,"$50,000 - $74,999"
150827,927,Asian,"$15,000 - $24,999"
150828,928,White,"$25,000 - $34,999"
150829,929,Native American,"$15,000 - $24,999"
150830,930,Black,"Less than $15,000"
150831,931,Other,"$50,000 - $74,999"
150832,932,Black,"Less than $15,000"
150833,933,White,"$15,000 - $24,999"
150834,934,Pacific Islander,"$25,000 - $34,999"
150835,935,Hispanic,"$35,000 - $49,999"
150836,936,Black,"$50,000 - $74,999"
150837,937,Hispanic,"$75,000 or greater"
150838,938,Pacific Islander,Unemployed
150839,939,Native American,"Less than $15,000"
150840,940,Other,"$50,000 - $74,999"
150841,941,Pacific Islander,"$75,000 or greater"
150842,942,Black,"$50,000 - $74,999"
150843,943,Native American,"Less than $15,000"
150844,944,Other,"$35,000 - $49,999"
150845,945,White,"Less than $15,000"
150846,946,Pacific Islander,"$15,000 - $24,999"
150847,947,Pacific Islander,Unemployed
150848,948,Asian,"Less than $15,000"
150849,949,Other,"$35,000 - $49,999"
150850,950,Pacific Islander,"Less than $15,000"
150851,951,Other,"$50,000 - $74,999"
150852,952,Native American,Unemployed
150853,953,Pacific Islander,"$25,000 - $34,999"
150854,954,Black,"$15,000 - $24,999"
150855,955,Other,"$25,000 - $34,999"
150856,956,Black,"$50,000 - $74,999"
150857,957,Asian,"$35,000 - $49,999"
150858,958,Native American,"$25,000 - $34,999"
150859,959,Other,"$50,000 - $74,999"
150860,960,White,"$50,000 - $74,999"
150861,961,Hispanic,"$25,000 - $34,999"
150862,962,White,"Less than $15,000"
150863,963,Pacific Islander,"$75,000 or greater"
150864,964,Native American,"$35,000 - $49,999"
150865,965,Native American,Unemployed
150866,966,Asian,"Less than $15,000"
150867,967,Black,"$15,000 - $24,999"
150868,968,Asian,"$25,000 - $34,999"
150869,969,Native American,"$35,000 - $49,999"
150870,970,Native American,"Less than $15,000"
150871,971,Hispanic,"$35,000 - $49,999"
150872,972,Asian,"$50,000 - $74,999"
150873,973,Pacific Islander,"$35,000 - $49,999"
150874,974,Native American,"$25,000 - $34,999"
150875,975,Other,"$35,000 - $49,999"
150876,976,Native American,"$50,000 - $74,999"
150877,977,Hispanic,"$25,000 - $34,999"
150878,978,White,"$50,000 - $74,999"
150879,979,Native American,"$25,000 - $34,999"
150880,980,Hispanic,"$35,000 - $49,999"
150881,981,Other,"$50,000 - $74,999"
150882,982,Native American,"$25,000 - $34,999"
150883,983,Native American,"$25,000 - $34,999"
150884,984,Hispanic,"$25,000 - $34,999"
150885,985,Pacific Islander,"$35,000 - $49,999"
150886,986,Native American,"$50,000 - $74,999"
150887,987,Native American,"$75,000 or greater"
150888,988,Native American,"$35,000 - $49,999"
150889,989,Pacific Islander,"$25,000 - $34,999"
150890,990,Pacific Islander,"$75,000 or greater"
150891,991,Black,Unemployed
150892,992,Hispanic,"$25,000 - $34,999"
150893,993,Asian,"Less than $15,000"
150894,994,Black,"Less than $15,000"
150895,995,Native American,"$35,000 - $49,999"
150896,996,Asian,"$35,000 - $49,999"
150897,997,Other,"$15,000 - $24,999"
150898,998,Asian,"$75,000 or greater"
150899,999,Other,"$75,000 or greater"
150900,1000,Other,"$35,000 - $49,999"
150901,1001,Hispanic,"Less than $15,000"
150902,1002,Native American,Unemployed
150903,1003,Hispanic,"Less than $15,000"
150904,1004,Pacific Islander,"$35,000 - $49,999"
150905,1005,White,"$25,000 - $34,999"
150906,1006,Pacific Islander,"$35,000 - $49,999"
150907,1007,Hispanic,"$50,000 - $74,999"
150908,1008,Hispanic,"Less than $15,000"
150909,1009,Asian,"Less than $15,000"
150910,1010,Pacific Islander,"Less than $15,000"
150911,1011,Black,"$50,000 - $74,999"
150912,1012,Native American,Unemployed
150913,1013,Other,"$25,000 - $34,999"
150914,1014,Other,"$35,000 - $49,999"
150915,1015,Native American,"$75,000 or greater"
150916,1016,White,Unemployed
150917,1017,Native American,"$35,000 - $49,999"
150918,1018,Native American,"$25,000 - $34,999"
150919,1019,Black,"$35,000 - $49,999"
150920,1020,Asian,"$25,000 - $34,999"
150921,1021,Hispanic,"$15,000 - $24,999"
150922,1022,White,"$15,000 - $24,999"
150923,1023,White,"$50,000 - $74,999"
150924,1024,Other,"$75,000 or greater"
150925,1025,Asian,"$25,000 - $34,999"
150926,1026,Black,"$35,000 - $49,999"
150927,1027,White,"$50,000 - $74,999"
150928,1028,Native American,"$50,000 - $74,999"
150929,1029,Asian,"Less than $15,000"
150930,1030,Native American,"$50,000 - $74,999"
150931,1031,Hispanic,"$75,000 or greater"
150932,1032,Black,"$35,000 - $49,999"
150933,1033,Black,"$15,000 - $24,999"
150934,1034,Black,Unemployed
150935,1035,Pacific Islander,"$35,000 - $49,999"
150936,1036,Other,"$35,000 - $49,999"
150937,1037,White,"$75,000 or greater"
150938,1038,Native American,"Less than $15,000"
150939,1039,Hispanic,"$15,000 - $24,999"
150940,1040,Black,"$75,000 or greater"
150941,1041,Hispanic,"$35,000 - $49,999"
150942,1042,Hispanic,"Less than $15,000"
150943,1043,White,Unemployed
150944,1044,Asian,"$35,000 - $49,999"
150945,1045,Asian,"$35,000 - $49,999"
150946,1046,Black,"$25,000 - $34,999"
150947,1047,White,"$25,000 - $34,999"
150948,1048,Asian,"$50,000 - $74,999"
150949,1049,Other,"Less than $15,000"
150950,1050,Hispanic,"$25,000 - $34,999"
150951,1051,Asian,"$35,000 - $49,999"
150952,1052,White,Unemployed
150953,1053,Asian,"$35,000 - $49,999"
150954,1054,Hispanic,"$35,000 - $49,999"
150955,1055,Other,"$25,000 - $34,999"
150956,1056,Asian,"$15,000 - $24,999"
150957,1057,White,"$50,000 - $74,999"
150958,1058,Hispanic,"$75,000 or greater"
150959,1059,Native American,"$35,000 - $49,999"
150960,1060,White,"$35,000 - $49,999"
150961,1061,White,Unemployed
150962,1062,Pacific Islander,"$15,000 - $24,999"
150963,1063,Other,"$50,000 - $74,999"
150964,1064,Other,"$25,000 - $34,999"
150965,1065,Other,"$15,000 - $24,999"
150966,1066,Pacific Islander,"Less than $15,000"
150967,1067,Pacific Islander,"$15,000 - $24,999"
150968,1068,White,"$35,000 - $49,999"
150969,1069,Pacific Islander,"$50,000 - $74,999"
150970,1070,Black,"$35,000 - $49,999"
150971,1071,White,"$75,000 or greater"
150972,1072,White,"$35,000 - $49,999"
150973,1073,Black,"$15,000 - $24,999"
150974,1074,Other,"$35,000 - $49,999"
150975,1075,White,"Less than $15,000"
150976,1076,White,Unemployed
150977,1077,Other,"$75,000 or greater"
150978,1078,Pacific Islander,"$35,000 - $49,999"
150979,1079,Black,"$50,000 - $74,999"
150980,1080,Black,"$50,000 - $74,999"
150981,1081,White,"$25,000 - $34,999"
150982,1082,Black,"$50,000 - $74,999"
150983,1083,Black,"$35,000 - $49,999"
150984,1084,Asian,"$25,000 - $34,999"
150985,1085,Black,"$15,000 - $24,999"
150986,1086,White,"$25,000 - $34,999"
150987,1087,Black,"$35,000 - $49,999"
150988,1088,Pacific Islander,"$15,000 - $24,999"
150989,1089,Other,"$50,000 - $74,999"
150990,1090,Black,"$15,000 - $24,999"
150991,1091,Hispanic,"$50,000 - $74,999"
150992,1092,Other,"$50,000 - $74,999"
150993,1093,White,"$50,000 - $74,999"
150994,1094,Pacific Islander,"$75,000 or greater"
150995,1095,Native American,"$50,000 - $74,999"
150996,1096,Native American,"$35,000 - $49,999"
150997,1097,Hispanic,"Less than $15,000"
150998,1098,Other,"$15,000 - $24,999"
150999,1099,Asian,"$35,000 - $49,999"
151000,1100,White,"$15,000 - $24,999"
151001,1101,White,"$35,000 - $49,999"
151002,1102,White,"Less than $15,000"
151003,1103,Hispanic,"$25,000 - $34,999"
151004,1104,Asian,"Less than $15,000"
151005,1105,Pacific Islander,"$25,000 - $34,999"
151006,1106,Native American,"Less than $15,000"
151007,1107,Other,"$15,000 - $24,999"
151008,1108,Native American,"$75,000 or greater"
151009,1109,Other,"$15,000 - $24,999"
151010,1110,Black,"$25,000 - $34,999"
151011,1111,Native American,"$35,000 - $49,999"
151012,1112,Native American,"$50,000 - $74,999"
151013,1113,Other,"Less than $15,000"
151014,1114,Other,"$50,000 - $74,999"
151015,1115,Native American,"$15,000 - $24,999"
151016,1116,Hispanic,"$75,000 or greater"
151017,1117,White,"$25,000 - $34,999"
151018,1118,Asian,"$50,000 - $74,999"
151019,1119,Asian,Unemployed
151020,1120,White,Unemployed
151021,1121,Asian,"$15,000 - $24,999"
151022,1122,Other,Unemployed
151023,1123,Asian,"Less than $15,000"
151024,1124,Black,Unemployed
151025,1125,White,"$15,000 - $24,999"
151026,1126,Asian,"Less than $15,000"
151027,1127,Hispanic,Unemployed
151028,1128,Pacific Islander,"$15,000 - $24,999"
151029,1129,Native American,"$75,000 or greater"
151030,1130,White,"$75,000 or greater"
151031,1131,White,"$35,000 - $49,999"
151032,1132,Native American,"$35,000 - $49,999"
151033,1133,Asian,"Less than $15,000"
151034,1134,Other,Unemployed
151035,1135,Hispanic,Unemployed
151036,1136,White,"Less than $15,000"
151037,1137,Pacific Islander,"$50,000 - $74,999"
151038,1138,Black,"$15,000 - $24,999"
151039,1139,Black,"$25,000 - $34,999"
151040,1140,Asian,"Less than $15,000"
151041,1141,White,"$75,000 or greater"
151042,1142,Pacific Islander,Unemployed
151043,1143,Other,Unemployed
151044,1144,Native American,"$35,000 - $49,999"
151045,1145,Other,"$15,000 - $24,999"
151046,1146,Other,"Less than $15,000"
151047,1147,White,"$15,000 - $24,999"
151048,1148,Other,"$25,000 - $34,999"
151049,1149,Black,"$15,000 - $24,999"
151050,1150,Hispanic,"$15,000 - $24,999"
151051,1151,Native American,"$50,000 - $74,999"
151052,1152,Hispanic,"$75,000 or greater"
151053,1153,Black,"$15,000 - $24,999"
151054,1154,Asian,"Less than $15,000"
151055,1155,Asian,"$75,000 or greater"
151056,1156,Black,"Less than $15,000"
151057,1157,Native American,"Less than $15,000"
151058,1158,Other,"Less than $15,000"
151059,1159,White,"$25,000 - $34,999"
151060,1160,Other,"$75,000 or greater"
151061,1161,Other,"$35,000 - $49,999"
151062,1162,Native American,Unemployed
151063,1163,Native American,"$75,000 or greater"
151064,1164,Other,"$15,000 - $24,999"
151065,1165,Native American,"$75,000 or greater"
151066,1166,Pacific Islander,"$50,000 - $74,999"
151067,1167,Pacific Islander,Unemployed
151068,1168,Asian,Unemployed
151069,1169,Black,"$25,000 - $34,999"
151070,1170,Pacific Islander,"$35,000 - $49,999"
151071,1171,Hispanic,"$15,000 - $24,999"
151072,1172,White,Unemployed
151073,1173,Hispanic,Unemployed
151074,1174,Hispanic,Unemployed
151075,1175,Pacific Islander,Unemployed
151076,1176,Pacific Islander,"$15,000 - $24,999"
151077,1177,Other,"Less than $15,000"
151078,1178,Other,"$50,000 - $74,999"
151079,1179,Asian,"$15,000 - $24,999"
151080,1180,Pacific Islander,"$35,000 - $49,999"
151081,1181,Native American,"$35,000 - $49,999"
151082,1182,Native American,"$35,000 - $49,999"
151083,1183,Hispanic,"Less than $15,000"
151084,1184,White,"$75,000 or greater"
151085,1185,Asian,"$75,000 or greater"
151086,1186,Black,"$15,000 - $24,999"
151087,1187,Asian,"Less than $15,000"
151088,1188,Asian,Unemployed
151089,1189,Pacific Islander,Unemployed
151090,1190,Other,"$50,000 - $74,999"
151091,1191,Pacific Islander,Unemployed
151092,1192,Native American,"$15,000 - $24,999"
151093,1193,Hispanic,"$25,000 - $34,999"
151094,1194,Pacific Islander,"$15,000 - $24,999"
151095,1195,White,"$15,000 - $24,999"
151096,1196,Black,"Less than $15,000"
151097,1197,White,"$75,000 or greater"
151098,1198,Other,"$35,000 - $49,999"
151099,1199,Pacific Islander,Unemployed
151100,1200,Hispanic,"$15,000 - $24,999"
151101,1201,Other,Unemployed
151102,1202,Pacific Islander,Unemployed
151103,1203,White,"$75,000 or greater"
151104,1204,Black,"$15,000 - $24,999"
151105,1205,Pacific Islander,"$35,000 - $49,999"
151106,1206,Other,Unemployed
151107,1207,White,"Less than $15,000"
151108,1208,Pacific Islander,"$35,000 - $49,999"
151109,1209,Hispanic,"$50,000 - $74,999"
151110,1210,Native American,"$75,000 or greater"
